index,file,n,m,proc_time,pred_time,gt_stress,pred_stress,spc,mean_deg,max_deg,name,gviz_time
0,data/new_large_graph/cage_G_26.mtx,112,168,0.06486129760742188,0.03883934020996094,2318.052734375,2485.38671875,0.06732714193433806,3.0,3,cage_G_26,0.14775300025939941
1,data/new_large_graph/cage_G_40.mtx,114,456,0.060988187789916985,0.03827619552612305,2898.594970703125,4902.783203125,0.4087858160125089,8.0,8,cage_G_40,0.14294791221618652
2,data/new_large_graph/cage_G_41.mtx,118,531,0.08394765853881836,0.041512489318847656,2537.138916015625,4897.01953125,0.4819014096584578,9.0,9,cage_G_41,0.16332554817199707
3,data/new_large_graph/cage_G_27.mtx,126,189,0.07824349403381348,0.040038347244262695,3164.95654296875,3797.43798828125,0.1665547791074703,3.0,3,cage_G_27,0.139054536819458
4,data/new_large_graph/cage_G_42.mtx,146,657,0.12202143669128418,0.039508819580078125,3803.3408203125,5023.947265625,0.2429576547636496,9.0,9,cage_G_42,0.17107915878295898
5,data/new_large_graph/cage_G_43.mtx,182,910,0.1926708221435547,0.04533600807189941,6948.48291015625,9940.296875,0.30097833117723155,10.0,10,cage_G_43,0.21797394752502441
6,data/new_large_graph/cage_G_44.mtx,266,1596,0.3081216812133789,0.04506230354309082,16155.4150390625,26935.345703125,0.40021504765063504,12.0,12,cage_G_44,0.29308629035949707
7,data/new_large_graph/cage_G_28.mtx,272,408,0.4008469581604004,0.04207444190979004,15156.4619140625,28578.99609375,0.4696642994616211,3.0,3,cage_G_28,0.26644039154052734
8,data/new_large_graph/Trefethen_300.mtx,300,2489,0.5874359607696533,0.038830041885375984,15333.541015625,15930.546875,0.0374755407996626,16.593333333333334,18,Trefethen_300,0.4830741882324219
9,data/new_large_graph/utm300.mtx,300,2491,0.6219325065612793,0.04039120674133302,5124.2529296875,5194.6484375,0.013551544182339096,16.606666666666666,34,utm300,0.5184047222137451
10,data/new_large_graph/rajat05.mtx,301,966,0.5261423587799072,0.044262170791625984,8090.07861328125,8815.87890625,0.08232875027970216,6.418604651162791,27,rajat05,0.3852224349975586
11,data/new_large_graph/tumorAntiAngiogenesis_2.mtx,305,1441,0.5202124118804932,0.04167604446411133,15625.435546875,22917.3984375,0.3181845841058939,9.449180327868852,302,tumorAntiAngiogenesis_2,0.4674074649810791
12,data/new_large_graph/mesh2e1.mtx,306,1162,0.5293431282043457,0.04238080978393555,2318.732666015625,2627.61669921875,0.11755292668636305,7.594771241830065,11,mesh2e1,0.27845096588134766
13,data/new_large_graph/mesh2em5.mtx,306,1162,0.5540771484375,0.0415036678314209,2318.732666015625,4504.6806640625,0.485261478241057,7.594771241830065,11,mesh2em5,0.27895259857177734
14,data/new_large_graph/dwt_307.mtx,307,1415,0.5819602012634277,0.04151725769042969,7849.353515625,7312.822265625,-0.06835355917299121,9.218241042345277,10,dwt_307,0.3652834892272949
15,data/new_large_graph/cz308.mtx,308,2558,0.6633167266845703,0.0421452522277832,2413.5478515625,4763.39111328125,0.4933131052721947,16.61038961038961,29,cz308,0.4199671745300293
16,data/new_large_graph/dwt_310.mtx,310,1379,0.5782938003540039,0.039505720138549805,981.8848266601562,24558.6484375,0.9600187759045868,8.896774193548387,12,dwt_310,0.41296982765197754
17,data/new_large_graph/cavity01.mtx,317,4480,0.6743910312652588,0.04158186912536621,4443.0087890625,4577.69580078125,0.029422446920951736,28.264984227129336,63,cavity01,0.5066962242126465
18,data/new_large_graph/cavity03.mtx,317,4480,0.6520528793334961,0.04069733619689941,4443.0087890625,4594.423828125,0.032956262793085195,28.264984227129336,63,cavity03,0.4994981288909912
19,data/new_large_graph/cavity02.mtx,317,4480,0.6658811569213867,0.04370307922363281,4443.0087890625,4611.9267578125,0.036626333769038455,28.264984227129336,63,cavity02,0.49796342849731445
20,data/new_large_graph/cavity04.mtx,317,4480,0.7244398593902588,0.04066276550292969,4443.0087890625,4713.728515625,0.057432184663398014,28.264984227129336,63,cavity04,0.49686765670776367
21,data/new_large_graph/qc324.mtx,324,13527,1.1449944972991943,0.0401310920715332,8887.919921875,10369.08984375,0.14284473798515496,83.5,84,qc324,1.1629416942596436
22,data/new_large_graph/USAir97.mtx,332,2126,0.6940248012542725,0.04292440414428711,12697.20703125,13200.921875,0.03815755054985506,12.807228915662654,139,USAir97,0.8503258228302002
23,data/new_large_graph/Ecoli_10NN.mtx,336,2280,0.7075603008270264,0.043763160705566406,5931.06396484375,6346.4892578125,0.0654574956472767,13.571428571428573,26,Ecoli_10NN,0.41393375396728516
24,data/new_large_graph/cage7.mtx,340,1712,0.6588039398193359,0.04116487503051758,9881.400390625,10109.884765625,0.022600096865285583,10.070588235294117,17,cage7,0.40486979484558105
25,data/new_large_graph/gre_343.mtx,343,1435,0.6716010570526123,0.039402246475219734,5466.5732421875,6083.33837890625,0.10138596578111783,8.36734693877551,10,gre_343,0.3065226078033447
26,data/new_large_graph/hangGlider_1.mtx,360,1838,0.6890811920166016,0.04049181938171387,19807.546875,48207.828125,0.5891217745043352,10.211111111111107,320,hangGlider_1,0.6962659358978271
27,data/new_large_graph/dwt_361.mtx,361,1657,0.7595579624176025,0.04242992401123047,2978.30224609375,39443.234375,0.9244914294355772,9.18005540166205,10,dwt_361,0.411834716796875
28,data/new_large_graph/plskz362.mtx,362,880,0.7787039279937744,0.039663076400756836,1368.3155517578125,43539.6875,0.968573142566588,4.861878453038674,6,plskz362,0.6871068477630615
29,data/new_large_graph/plat362.mtx,362,3074,0.8876817226409912,0.04227590560913086,2120.244140625,2792.323974609375,0.24068834422352225,16.983425414364646,20,plat362,0.6756830215454102
30,data/new_large_graph/str_600.mtx,363,3248,0.8328931331634521,0.04757094383239746,19470.771484375,20955.365234375,0.0708455201517884,17.89531680440771,53,str_600,0.7671229839324951
31,data/new_large_graph/str_400.mtx,363,3126,0.8625864982604979,0.04020166397094727,18640.45703125,31125.73828125,0.4011240195231313,17.223140495867767,53,str_400,0.7855246067047119
32,data/new_large_graph/str_200.mtx,363,3051,0.8235058784484863,0.04116106033325195,18720.9609375,21137.86328125,0.11433995534893415,16.8099173553719,49,str_200,0.8568928241729736
33,data/new_large_graph/str_0.mtx,363,2448,0.785731315612793,0.04034566879272461,19301.392578125,22585.3515625,0.1454021636673383,13.487603305785123,41,str_0,0.6395406723022461
34,data/new_large_graph/CAG_mat364.mtx,364,10838,1.3826243877410889,0.04211187362670898,13507.6328125,14708.1337890625,0.08162157033513225,59.54945054945055,223,CAG_mat364,1.4364633560180664
35,data/new_large_graph/cage_G_45.mtx,366,2562,0.5708293914794922,0.04396629333496094,30633.880859375,35362.578125,0.13372037663402125,14.0,14,cage_G_45,0.4523179531097412
36,data/new_large_graph/dermatology_5NN.mtx,366,1220,0.769000768661499,0.051287174224853516,3506.263916015625,37755.64453125,0.9071327225492464,6.666666666666668,15,dermatology_5NN,0.6100995540618896
37,data/new_large_graph/cage.mtx,366,2562,0.5350496768951416,0.041979312896728516,30633.880859375,87173.84375,0.6485886185398931,14.0,14,cage,0.46932005882263184
38,data/new_large_graph/poisson2D.mtx,367,1392,0.8014867305755615,0.0435490608215332,631.1221923828125,49784.76171875,0.987322984572102,7.5858310626703,10,poisson2D,0.34337902069091797
39,data/new_large_graph/west0381.mtx,381,2151,0.8076210021972656,0.04123854637145996,24361.0390625,47104.734375,0.4828324713910458,11.291338582677165,57,west0381,0.7897169589996338
40,data/new_large_graph/mycielskian9.mtx,383,7271,0.548459529876709,0.0450439453125,25972.271484375,49935.7890625,0.4798866309718684,37.9686684073107,191,mycielskian9,1.0815107822418213
41,data/new_large_graph/bfwa398.mtx,398,2056,0.9660050868988036,0.041197538375854485,9069.4736328125,9289.767578125,0.02371361215012906,10.331658291457288,24,bfwa398,0.5555419921875
42,data/new_large_graph/Olivetti_norm_10NN.mtx,400,2828,1.0024454593658447,0.04269075393676758,15372.0625,15717.4013671875,0.02197175341646795,14.14,60,Olivetti_norm_10NN,0.8778324127197266
43,data/new_large_graph/odepa400.mtx,400,802,0.9538092613220216,0.04228806495666504,2508.001708984375,140719.296875,0.9821772723096236,4.01,6,odepa400,0.39499855041503906
44,data/new_large_graph/lshp_406.mtx,406,1561,0.9471352100372314,0.042542457580566406,1085.5738525390623,51381.26953125,0.9788721870354172,7.689655172413793,8,lshp_406,0.4256560802459717
45,data/new_large_graph/cage_G_29.mtx,406,609,0.8401412963867188,0.040567636489868164,33859.5703125,102771.3515625,0.6705349321799233,3.0,3,cage_G_29,0.6025419235229492
